country,year,report_fixable,report_category,report_tried,report_conclusion,report_source_files,current_gap_report_has_gap,current_gap_report_actions,current_gap_report_canonicals,current_gap_report_row_count,review_table_issue_labels,review_table_actions,review_table_diagnosis,review_table_row_count,suggested_status,review_basis
Portugal,1996,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",Lei orcamento para 1996.pdf | Lei orcamento para 1996.pdf,Yes,reextract,JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,1997,Potentially,Source docs available — not yet extracted,"Portuguese Finance Bills (Lei do Orçamento) for 1988-1997 exist as PDFs in corpus (e.g. 'Lei orcamento para 1988.pdf', '1997 02040557.pdf'). Pipeline has not run extraction on these years. JNICT (Junta Nacional de Investigação Científica e Tecnológica) was main R&D funding agency 1967-1997.","POTENTIALLY FIXABLE — PDFs exist for all years. Could re-extract targeting JNICT annual appropriation lines. Note: 1987, 1992, 1994 already have verified overrides from known JNICT data.",1997 02040557.pdf | Lei orcamento para 1997.pdf | 1997 02040557.pdf | Lei orcamento para 1997.pdf,Yes,reclassify | reextract | verify,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | JNICT — Junta Nacional de Investigação Científica e Tecnológica (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),3,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,2000,Potentially,Source docs available — extraction coverage gap,PDFs for 2000 ('Lei orcamento para 2000.pdf') and 2001 ('2001 8e5ae31a-7057-4541-a78a-5e464e0fe30b.pdf') exist in corpus. FCT (Fundação para a Ciência e Tecnologia) was created in 1997. Pipeline may not have cleanly extracted MAPA VII annual appropriation values for these transition years.,POTENTIALLY FIXABLE — PDFs exist. Re-extract targeting FCT annual appropriation in MAPA VII autonomous services table.,Lei orcamento para 2000.pdf | Lei orcamento para 2000.pdf,Yes,reclassify | reextract,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,2001,Potentially,Source docs available — extraction coverage gap,PDFs for 2000 ('Lei orcamento para 2000.pdf') and 2001 ('2001 8e5ae31a-7057-4541-a78a-5e464e0fe30b.pdf') exist in corpus. FCT (Fundação para a Ciência e Tecnologia) was created in 1997. Pipeline may not have cleanly extracted MAPA VII annual appropriation values for these transition years.,POTENTIALLY FIXABLE — PDFs exist. Re-extract targeting FCT annual appropriation in MAPA VII autonomous services table.,2001 8e5ae31a-7057-4541-a78a-5e464e0fe30b.pdf | 2001 8e5ae31a-7057-4541-a78a-5e464e0fe30b.pdf,Yes,reclassify | reextract,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Portugal,2002,No,Source error — plurianual commitment tables extracted instead of annual appropriations,"Results.csv has data for 2002-2005 but portugal_manual_drops blocks them. Extracted amounts (352-634M EUR, labeled 'unit EUR') come from plurianual commitment authorization tables rather than annual appropriations. MAPA VII methodology requires only annual dotation lines. Cannot fix by unit scaling (amounts are already in EUR not thousands).",NOT FIXABLE from current source — extracted amounts represent cumulative authorizations not annual appropriations. Different table within same PDF might have annual figures but was not identified.,Lei orcamento para 2002.pdf | Lei orcamento para 2002.pdf,Yes,reclassify,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,No,Still present in the current gap report; no stronger audited override found.
Portugal,2003,No,Source error — plurianual commitment tables extracted instead of annual appropriations,"Results.csv has data for 2002-2005 but portugal_manual_drops blocks them. Extracted amounts (352-634M EUR, labeled 'unit EUR') come from plurianual commitment authorization tables rather than annual appropriations. MAPA VII methodology requires only annual dotation lines. Cannot fix by unit scaling (amounts are already in EUR not thousands).",NOT FIXABLE from current source — extracted amounts represent cumulative authorizations not annual appropriations. Different table within same PDF might have annual figures but was not identified.,Lei orcamento para 2003.pdf | Lei orcamento para 2003.pdf,Yes,reclassify,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,No,Still present in the current gap report; no stronger audited override found.
Portugal,2004,No,Source error — plurianual commitment tables extracted instead of annual appropriations,"Results.csv has data for 2002-2005 but portugal_manual_drops blocks them. Extracted amounts (352-634M EUR, labeled 'unit EUR') come from plurianual commitment authorization tables rather than annual appropriations. MAPA VII methodology requires only annual dotation lines. Cannot fix by unit scaling (amounts are already in EUR not thousands).",NOT FIXABLE from current source — extracted amounts represent cumulative authorizations not annual appropriations. Different table within same PDF might have annual figures but was not identified.,Lei orcamento para 2004.pdf | Lei orcamento para 2004.pdf,Yes,reclassify | reextract,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,No,Still present in the current gap report; no stronger audited override found.
Portugal,2005,No,Source error — plurianual commitment tables extracted instead of annual appropriations,"Results.csv has data for 2002-2005 but portugal_manual_drops blocks them. Extracted amounts (352-634M EUR, labeled 'unit EUR') come from plurianual commitment authorization tables rather than annual appropriations. MAPA VII methodology requires only annual dotation lines. Cannot fix by unit scaling (amounts are already in EUR not thousands).",NOT FIXABLE from current source — extracted amounts represent cumulative authorizations not annual appropriations. Different table within same PDF might have annual figures but was not identified.,Lei orcamento para 2005.pdf | Lei orcamento para 2005.pdf,Yes,reclassify | reextract,FCT — Fundação para a Ciência e a Tecnologia (Portugal) | LNEC — Laboratório Nacional de Engenharia Civil (Portugal),2,,,,0,No,Still present in the current gap report; no stronger audited override found.
Portugal,2008,No,Missing source document,No PDF for Portugal 2008 Finance Bill found in our corpus.,NOT FIXABLE — source document not available in corpus.,Lei orcamento para 2008.pdf | Lei orcamento para 2008.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Slovakia,2023,Potentially,Recent gaps — source docs may exist,Slovakia has 2 recent gaps. 38 files in corpus. APVV (Slovak Research and Development Agency) key agency. Recent years — source docs may be available.,"POTENTIALLY FIXABLE — Recent years, source docs may be available.",2023 zakonypreludi_sk_526_2022_zz_20230101.pdf | 2023 zakonypreludi_sk_526_2022_zz_20230101.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Slovakia,2024,Potentially,Recent gaps — source docs may exist,Slovakia has 2 recent gaps. 38 files in corpus. APVV (Slovak Research and Development Agency) key agency. Recent years — source docs may be available.,"POTENTIALLY FIXABLE — Recent years, source docs may be available.",2024 20240101_5598091-2.pdf | 2024 20240101_5598091-2.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Slovenia,2014,Potentially,Source doc available — single gap,Slovenia has 1 gap (2014). 53 files in corpus. ARRS (Slovenian Research Agency) key agency. Source doc likely available.,POTENTIALLY FIXABLE — Source doc likely available.,2014.pdf | 2014 u2013101.pdf | 2014.pdf | 2014 u2013101.pdf,No,,,0,,,,0,No,Manual Slovenia review says remaining 2001 and 2003-2015 Programme 0503 gaps should be kept unless a defendable 050302 annual amount is verified from the original PDF.
Spain,1991,Potentially,Scattered gaps in covered period,Spain has 6 gaps. 45 files in corpus. CSIC and AEI (Agencia Estatal de Investigación) key R&D agencies. Source docs likely available.,POTENTIALLY FIXABLE — Source docs likely available.,BOE-A-1990-21614-consolidado-para 1991.pdf | BOE-A-1991-30903-consolidado para 1992.pdf | BOE-A-1990-21614-consolidado-para 1991.pdf | BOE-A-1991-30903-consolidado para 1992.pdf,Yes,reextract,"Scientific, Technical and Applied Research",1,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Spain,1994,Potentially,Scattered gaps in covered period,Spain has 6 gaps. 45 files in corpus. CSIC and AEI (Agencia Estatal de Investigación) key R&D agencies. Source docs likely available.,POTENTIALLY FIXABLE — Source docs likely available.,BOE-A-1994-28967-consolidado para 1995.pdf | BOE-A-1993-31087-consolidado para 1994.pdf | BOE-A-1994-28967-consolidado para 1995.pdf | BOE-A-1993-31087-consolidado para 1994.pdf,Yes,reextract,Health Research | Research and Technological Development,2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Spain,1995,Potentially,Scattered gaps in covered period,Spain has 6 gaps. 45 files in corpus. CSIC and AEI (Agencia Estatal de Investigación) key R&D agencies. Source docs likely available.,POTENTIALLY FIXABLE — Source docs likely available.,BOE-A-1994-28967-consolidado para 1995.pdf | BOE-A-1994-28967-consolidado para 1995.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Spain,1997,Potentially,Scattered gaps in covered period,Spain has 6 gaps. 45 files in corpus. CSIC and AEI (Agencia Estatal de Investigación) key R&D agencies. Source docs likely available.,POTENTIALLY FIXABLE — Source docs likely available.,BOE-A-1996-29116-consolidado para 1997.pdf | BOE-A-1997-28052-consolidado para 1998.pdf | BOE-A-1996-29116-consolidado para 1997.pdf | BOE-A-1997-28052-consolidado para 1998.pdf,Yes,reextract,Agricultural Research and Experimentation | Health Research | Research and Technological Development,3,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Spain,2003,Potentially,Scattered gaps in covered period,Spain has 6 gaps. 45 files in corpus. CSIC and AEI (Agencia Estatal de Investigación) key R&D agencies. Source docs likely available.,POTENTIALLY FIXABLE — Source docs likely available.,BOE-A-2002-25411-consolidado para 2003.pdf | BOE-A-2003-21614-consolidado-para 2004.pdf | BOE-A-2002-25411-consolidado para 2003.pdf | BOE-A-2003-21614-consolidado-para 2004.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Spain,2019,Potentially,Scattered gaps in covered period,Spain has 6 gaps. 45 files in corpus. CSIC and AEI (Agencia Estatal de Investigación) key R&D agencies. Source docs likely available.,POTENTIALLY FIXABLE — Source docs likely available.,2019 draft bill BOCG-12-A-38-3.pdf | 2019 draft bill BOCG-12-A-38-3.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,1976,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,1977,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,1978,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,1979,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,1996,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,2006,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,2006 prop_200506__1_d3.pdf | 2006 prop_200506__1_d3.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,2008,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,2008 prop_200708__1_d17.pdf | 2008 prop_200708__1_d17.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Sweden,2012,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,2012 prop_201112__1_d1.pdf | 2012 prop_201112__1_d1.pdf,Yes,reextract,Chalmers tekniska hogskola | FOI / FOA (Totalforsvaret forskningsinstitut) | Formas | Forte | Goteborgs Universitet | Karolinska Institutet | Kungliga Tekniska Hogskolan (KTH) | Linkoepings Universitet,26,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
Sweden,2015,Uncertain,Large PDF files — possible size barrier to extraction,Sweden has 9 gaps. Swedish Finance Bills (Budgetproposition) are very large multi-volume PDFs. Previous session noted files may be too large for LLM extraction context window. 49 files in corpus.,UNCERTAIN — Large PDF file size may prevent extraction. Some gaps may be recoverable if specific VINNOVA/VR chapters can be isolated from multi-volume PDF.,2015 download.pdf | 2015 download.pdf,Yes,reextract,Chalmers tekniska hogskola | FOI / FOA (Totalforsvaret forskningsinstitut) | Formas | Forte | Goteborgs Universitet | Karolinska Institutet | Kungliga Tekniska Hogskolan (KTH) | Linkoepings Universitet,26,,,,0,Uncertain,Still present in the current gap report; no stronger audited override found.
Switzerland,1979,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1979 10047574.pdf | 1979 10047574.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,1980,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1980 10048215.pdf | 1980 10048215.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,1981,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1981 10048215.pdf | 1981 10103271.pdf | 1981 10048215.pdf | 1981 10103271.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,1982,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1982 10103271.pdf | 1982 10103271.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,1990,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1990 10051280.pdf | 1990 10051280.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,1992,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1992 10052085.pdf | 1992 10052085.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,1993,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,1993 10052473.pdf | 1993 10052473.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Switzerland,2002,Potentially,Historic and scattered gaps,Switzerland has 8 gaps. 56 files in corpus. SNF (Swiss National Science Foundation) and ETH Domain are key R&D agencies. Source docs likely available for most gaps.,POTENTIALLY FIXABLE — Source docs likely available.,2002 fedlex-data-admin-ch-eli-fga-2001-1127-de-pdf-a.pdf | 2002 fedlex-data-admin-ch-eli-fga-2001-1127-de-pdf-a.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1979,Potentially (re-extraction with correct chapter),Incorrectly extracted — transfer amounts not TÜBİTAK institutional budget,Turkey 1979-1981 rows in results.csv are transfer amounts paid to TÜBİTAK by other ministries ('tübitaka ödenecektir') — not TÜBİTAK's own institutional budget appropriation. Correctly excluded by turkey_drop_pairs in canonical_series.py.,"POTENTIALLY FIXABLE via re-extraction — The correct TÜBİTAK budget line needs to be found in TÜBİTAK's own chapter within the budget, not as a transfer line in another ministry's section.",1979 16565.pdf | 1979 16565.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1980,Potentially (re-extraction with correct chapter),Incorrectly extracted — transfer amounts not TÜBİTAK institutional budget,Turkey 1979-1981 rows in results.csv are transfer amounts paid to TÜBİTAK by other ministries ('tübitaka ödenecektir') — not TÜBİTAK's own institutional budget appropriation. Correctly excluded by turkey_drop_pairs in canonical_series.py.,"POTENTIALLY FIXABLE via re-extraction — The correct TÜBİTAK budget line needs to be found in TÜBİTAK's own chapter within the budget, not as a transfer line in another ministry's section.",1980 16916.pdf | 1980 16916.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1981,Potentially (re-extraction with correct chapter),Incorrectly extracted — transfer amounts not TÜBİTAK institutional budget,Turkey 1979-1981 rows in results.csv are transfer amounts paid to TÜBİTAK by other ministries ('tübitaka ödenecektir') — not TÜBİTAK's own institutional budget appropriation. Correctly excluded by turkey_drop_pairs in canonical_series.py.,"POTENTIALLY FIXABLE via re-extraction — The correct TÜBİTAK budget line needs to be found in TÜBİTAK's own chapter within the budget, not as a transfer line in another ministry's section.",1981 17265.pdf | 1981 17265.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1983,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1983 17895.pdf | 1983 17895.pdf,Yes,reextract,TAEK — Türkiye Atom Enerjisi Kurumu (Turkey) | TÜBİTAK (Turkey),2,,,,0,Potentially,Still present in the current gap report; no stronger audited override found.
Turkey,1984,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1984 18230.pdf | 1984 18230.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1985,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1985 18622.pdf | 1985 18622.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1986,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1986 18975.pdf | 1986 18975.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1987,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1987 19237.pdf | 1987 19237.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1988,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1988 19798.pdf | 1988 19798.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1989,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1989 20044.pdf | 1989 20044.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1990,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1990 20388.pdf | 1990 20388.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1991,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1991 20388.pdf | 1991 20739.pdf | 1991 20388.pdf | 1991 20739.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1992,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1992 21186.pdf | 1992 21186.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
Turkey,1993,Potentially,Source docs available — not yet extracted or failed extraction,"Source PDFs (Turkish Budget Law Resmi Gazete) exist for these years (e.g. '1983 17895.pdf', '1984 18230.pdf', etc. through 1990). Turkey data successfully extracted for 1975-1983 and 2005-2009. The 1983-2004 period appears to have extraction gaps.",POTENTIALLY FIXABLE — PDFs exist for 1983-1990 at minimum. Turkish budget shows TÜBİTAK as a line item in Ministry of Education. Requires re-extraction with Turkish-language prompts targeting TÜBİTAK appropriation lines.,1993 21450.pdf | 1993 21450.pdf,No,,,0,,,,0,Resolved/Stale,Row appears in the static HTML report but is not present in the current country gap_report.csv.
